id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
841164665014906054,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.36229,-71.1007134,Entire home/apt,175,32,0,,,162,334,0,
841777768042968655,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.36229,-71.1007134,Entire home/apt,311,32,0,,,162,244,0,
843249477676142287,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,,32,0,,,162,0,0,
843249807094408605,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.3707006,-71.074685,Entire home/apt,289,32,0,,,162,225,0,
844029437241048073,Home in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,50925581,Dev,,Cambridgeport,42.35680034350733,-71.10780791228841,Private room,80,30,2,2023-08-05,0.25,4,0,2,C0388830491
844169424570649878,Rental unit in Cambridge · 7 bedrooms · 1 bed · 0 shared baths,297860058,Ferran,,Riverside,42.369777902127694,-71.11456643300436,Private room,63,91,0,,,14,91,0,
844331605724860629,Rental unit in Cambridge · ★New · 2 bedrooms · 2 beds · 3 baths,1320304,Craig,,Cambridgeport,42.35628229335636,-71.10677916431993,Entire home/apt,104,30,0,,,1,37,0,
844342834369735120,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 2 baths,97154914,David,,Riverside,42.36470660566258,-71.11471381752949,Entire home/apt,500,2,4,2023-08-05,0.56,1,104,4,
846270206979149875,Rental unit in Cambridge · 2 bedrooms · 3 beds · 2 baths,5161972,Johanna,,West Cambridge,42.37366100000001,-71.1263046,Entire home/apt,507,3,2,2023-10-22,0.48,1,56,2,
848589438104752605,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Mid-Cambridge,42.371989177362806,-71.11073595126622,Private room,130,30,1,2023-09-01,0.25,52,174,1,
849427951863814148,Rental unit in Cambridge · ★4.89 · 1 bedroom · 1 bed · 1 bath,163848078,Adam,,East Cambridge,42.37205166268824,-71.07659782312356,Entire home/apt,171,3,8,2023-11-12,1.28,14,0,8,
857003069429605041,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.3707006,-71.074685,Entire home/apt,197,32,0,,,162,328,0,
857305605360993614,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Wellington-Harrington,42.37219776417947,-71.09086240621401,Private room,16,30,0,,,52,248,0,
858775905168709024,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Wellington-Harrington,42.372091360989245,-71.09068790570477,Private room,16,30,1,2023-05-05,0.13,52,248,1,
859335557400886305,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1 bath,485446742,Shane,,The Port,42.36448265392202,-71.10202769078461,Entire home/apt,250,29,0,,,9,258,0,C0305340491
861332024970563160,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,218,32,0,,,162,225,0,
861477389166728247,Home in Cambridge · ★4.89 · 1 bedroom · 1 bed · 1 private bath,4991002,Jyoti,,West Cambridge,42.38155097116787,-71.13813849172926,Private room,100,2,9,2023-10-09,1.17,1,124,9,
862317296737878056,Home in Somerville · ★4.70 · 5 bedrooms · 6 beds · 2 baths,508544463,Elaine,,North Cambridge,42.38814251415031,-71.11862166133457,Entire home/apt,407,2,30,2023-12-10,3.56,1,32,30,
862529846559290646,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,92925188,Genie,,Mid-Cambridge,42.3725509,-71.1121069,Entire home/apt,233,30,0,,,1,365,0,
862885750997851398,Rental unit in Cambridge · ★4.50 · 1 bedroom · 1 bed · 1 bath,508604740,Aspen,,Riverside,42.371565778695754,-71.11575018224895,Entire home/apt,271,4,8,2023-12-20,1.28,1,90,8,C0085690941
863179731043996638,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Mid-Cambridge,42.37301575406707,-71.1127755945934,Private room,75,29,3,2023-08-26,0.52,52,248,3,
863789008478115840,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Mid-Cambridge,42.373565512219365,-71.11124652967,Private room,82,1,0,,,52,245,0,
863857193342827363,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Mid-Cambridge,42.37346038488479,-71.11109774782895,Private room,82,29,3,2023-08-31,0.51,52,248,3,
864667348137959644,Rental unit in Cambridge · ★4.97 · 3 bedrooms · 3 beds · 1 bath,132084149,Serene,,Wellington-Harrington,42.3683768,-71.0914493,Entire home/apt,374,2,34,2023-12-09,4.47,1,316,34,C0421950491
865922821948384732,Rental unit in Cambridge · ★4.71 · Studio · 2 beds · 1 bath,163848078,Adam,,East Cambridge,42.373766577593464,-71.0758232623076,Entire home/apt,195,3,21,2023-11-01,2.48,14,340,21,
865986161248869314,Rental unit in Cambridge · ★4.92 · 1 bedroom · 3 beds · 1 bath,163848078,Adam,,East Cambridge,42.37155146334594,-71.07549412585806,Entire home/apt,171,3,26,2023-12-10,3.33,14,319,26,
867615586563252471,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,162885740,Hong,,North Cambridge,42.39889912576883,-71.13818747122042,Shared room,100,60,0,,,25,55,0,
869149757151364528,Home in Cambridge · ★4.75 · 1 bedroom · 1 bed · 3 shared baths,229497500,Yudong,,East Cambridge,42.36973,-71.08375,Private room,52,30,4,2023-12-14,0.94,23,364,4,
871041683573679176,Home in Cambridge · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.37027421525812,-71.08964258670079,Private room,41,30,5,2023-09-10,0.71,23,316,5,
871115591144416347,Rental unit in Cambridge · Studio · 1 bed · 1 bath,173354770,Emily,,North Cambridge,42.389881440440405,-71.12277996100747,Entire home/apt,130,30,0,,,1,179,0,
871943959647722221,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,485446742,Shane,,The Port,42.36602555878252,-71.10190375904368,Entire home/apt,200,1,3,2023-11-23,0.64,9,263,3,C0305310491
875356456027741353,Condo in Somerville · ★5.0 · 1 bedroom · 1 bed · 2.5 baths,1607689,Chris,,Wellington-Harrington,42.37408027265782,-71.09550633642222,Private room,245,1,4,2023-09-02,0.49,1,208,4,
876003038613111572,Rental unit in Cambridge · ★4.72 · 2 bedrooms · 2 beds · 1 bath,492835190,Ivan,,Cambridgeport,42.361980637865095,-71.11217418518727,Entire home/apt,177,30,32,2023-12-10,3.98,5,280,32,C0422010491
876412131220574573,Home in Cambridge · ★4.93 · 3 bedrooms · 4 beds · 2 baths,21647935,Sue Tony,,Cambridgeport,42.360533875098575,-71.1105714095178,Entire home/apt,443,3,14,2023-12-10,2.02,1,65,14,STR-222957
877095135477780338,Home in Cambridge · 1 bedroom · 1 bed · 3 baths,229497500,Yudong,,East Cambridge,42.36849507128678,-71.08231909999934,Private room,50,30,2,2023-12-07,0.55,23,191,2,
878325167826632125,Rental unit in Somerville · 1 bedroom · 1 bed · 1 bath,57081656,Kerschyl,,Agassiz,42.38504867164988,-71.1163623492115,Private room,68,92,0,,,1,178,0,
879943149311390458,Home in Cambridge · ★4.51 · 1 bedroom · 2 beds · 1.5 baths,201911026,George,,The Port,42.37036824414339,-71.09752015039251,Private room,47,1,43,2023-12-06,5.54,7,133,43,
881045570088782224,Rental unit in Cambridge · ★4.63 · 1 bedroom · 2 beds · 1 bath,492835190,Ivan,,East Cambridge,42.36773,-71.08033,Entire home/apt,255,30,19,2023-10-21,2.63,5,315,19,
881080600879979804,Home in Cambridge · 1 bedroom · 1 bed · 1 bath,229497500,Yudong,,East Cambridge,42.36851055855416,-71.08383824975019,Private room,36,30,2,2023-09-02,0.38,23,230,2,
881788338665692893,Home in Cambridge · 1 bedroom · 1 bed · 1.5 baths,82946167,Yuan,,Agassiz,42.37734779620105,-71.1125461270697,Private room,,50,1,2023-07-04,0.17,11,0,1,
882672879585545934,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36747563176516,-71.07586909835055,Private room,999,1,0,,,24,343,0,C0015760490
884085118462269211,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,East Cambridge,42.37225021329599,-71.08596889785468,Private room,95,15,0,,,52,267,0,
884603975720143185,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,16704688,Sabine,,Agassiz,42.38417584637305,-71.11858766319253,Entire home/apt,,1,3,2023-08-04,0.42,1,0,3,C0428930491
884779710182557216,Home in Cambridge · 1 bedroom · 1 bed · 2 baths,82946167,Yuan,,Agassiz,42.37919388687808,-71.11124677478838,Private room,50,50,0,,,11,36,0,
884922231318753518,Rental unit in Cambridge · ★4.87 · 3 bedrooms · 5 beds · 2 baths,163848078,Adam,,East Cambridge,42.3718765688437,-71.07710941778575,Entire home/apt,370,3,23,2023-12-19,3.05,14,325,23,
886137842431866888,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,513277312,Carol,,Neighborhood Nine,42.38790945286744,-71.1293609880553,Entire home/apt,135,31,3,2023-11-17,0.51,1,224,3,
886851597107636719,Home in Cambridge · ★4.69 · 3 bedrooms · 4 beds · 3.5 baths,38371481,Meredith,,Strawberry Hill,42.37614589722434,-71.15375558896727,Entire home/apt,256,2,31,2023-12-19,4.82,1,0,31,
888241022365837159,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,82946167,Yuan,,East Cambridge,42.37228,-71.08135,Private room,55,30,1,2023-08-12,0.22,11,0,1,
888315051884011558,Rental unit in Cambridge · 1 bedroom · 1 bed · 3.5 baths,82946167,Yuan,,West Cambridge,42.37306876821816,-71.12658907043685,Private room,75,45,1,2023-08-31,0.25,11,0,1,
889777551432433232,Home in Cambridge · ★4.91 · 3 bedrooms · 3 beds · 3.5 baths,26235383,Kate,,Mid-Cambridge,42.3759528,-71.1093738,Entire home/apt,450,2,21,2023-12-13,3.32,1,0,21,
889972424529168958,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,82946167,Yuan,,Neighborhood Nine,42.38863,-71.12232,Private room,50,60,0,,,11,0,0,
889981897961801355,Rental unit in Cambridge · ★4.0 · 1 bedroom · 1 bed · 1 bath,82946167,Yuan,,Neighborhood Nine,42.38721,-71.12205,Private room,50,60,3,2023-07-13,0.43,11,0,3,
893934055890562849,Rental unit in Cambridge · 1 bedroom · 1 bed · 0 shared baths,297860058,Ferran,,Wellington-Harrington,42.36979648359393,-71.09097163843568,Private room,75,91,0,,,14,210,0,
895646795684976746,Rental unit in Cambridge · 3 bedrooms · 6 beds · 1 bath,23295521,Briney,,Mid-Cambridge,42.3704022,-71.10601869999999,Entire home/apt,580,5,1,2023-07-24,0.19,1,199,1,
897386731306889250,Home in Cambridge · ★4.32 · 1 bedroom · 1 bed · 1 bath,93503221,Lynne,,Mid-Cambridge,42.373113924586036,-71.10525309715085,Entire home/apt,48,1,21,2023-12-10,2.93,5,0,21,C0354000491
898743835070344633,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,47563583,Ava,,The Port,42.364914948786584,-71.10250436942775,Entire home/apt,321,2,7,2023-12-20,1.13,2,66,7,
899055640620536833,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,226,32,0,,,162,225,0,
899172000282425119,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,82946167,Yuan,,Wellington-Harrington,42.36952301990643,-71.0956783748882,Private room,60,30,0,,,11,0,0,
900035813579443874,Home in Somerville · 3 bedrooms · 4 beds · 2.5 baths,36389408,Guillermo,,Wellington-Harrington,42.37413124235291,-71.09847267853758,Entire home/apt,500,6,1,2023-07-16,0.18,1,3,1,
900184618632299613,Rental unit in Cambridge · 1 bedroom · 1 bed · 2 baths,82946167,Yuan,,East Cambridge,42.37082,-71.08058,Private room,,30,0,,,11,0,0,
904279346273381729,Townhouse in Cambridge · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,517707363,Lillian,,The Port,42.36696988093014,-71.10015219605705,Entire home/apt,699,2,16,2023-11-24,2.62,1,153,16,21249061-002
907107188870037315,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,23043851,Margaret,,Cambridgeport,42.363306560947706,-71.1064523196804,Entire home/apt,239,1,20,2023-12-10,4.58,1,0,20,STR-228029
907922146510569453,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,43450256,Steve,,Mid-Cambridge,42.37189946110058,-71.11113427584401,Private room,10,30,2,2023-07-22,0.36,52,173,2,
908741391390285905,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 1 bath,485446742,Shane,,The Port,42.36447243954156,-71.10144540966468,Entire home/apt,225,29,4,2023-10-28,0.88,9,219,4,C0305340491
912225774852108276,Rental unit in Cambridge · 3 bedrooms · 4 beds · 2 baths,43450256,Steve,,East Cambridge,42.37180727200435,-71.08338295019232,Entire home/apt,42,30,1,2023-10-04,0.35,52,365,1,
912260040502294810,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,43450256,Steve,,East Cambridge,42.36847359631045,-71.08202945139209,Entire home/apt,164,4,6,2023-12-08,3.00,52,344,6,
913706088156767740,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.36477,-71.08222,Entire home/apt,209,30,0,,,15,317,0,
913964091619396904,Rental unit in Cambridge · ★4.78 · Studio · 2 beds · 1 bath,163848078,Adam,,East Cambridge,42.37124767752706,-71.07645636764208,Entire home/apt,189,4,9,2023-11-09,1.88,14,353,9,
914526512928239735,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.3643485823804,-71.08208549215917,Entire home/apt,235,30,0,,,15,238,0,
917914899810546988,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36375950000001,-71.10030499999999,Entire home/apt,174,32,0,,,162,328,0,
918749466220965200,Rental unit in Cambridge · ★4.88 · 3 bedrooms · 4 beds · 2.5 baths,710114,Jordan &,,West Cambridge,42.3743,-71.13391,Entire home/apt,379,2,7,2023-12-20,1.93,2,0,7,C0318860491
919434524468768915,Rental unit in Cambridge · 1 bedroom · 1 bed · 1.5 baths,37907846,Boston,,Mid-Cambridge,42.37105,-71.10434,Private room,39,91,0,,,3,364,0,
919781632888020415,Rental unit in Cambridge · ★5.0 · 3 bedrooms · 4 beds · 3 baths,31340713,Kama,,Riverside,42.36556,-71.10916,Entire home/apt,218,30,7,2023-12-03,1.62,6,212,7,C0438720491
919789980234899287,Rental unit in Cambridge · 3 bedrooms · 3 beds · 3 baths,266312920,STARS Of,,Riverside,42.36447,-71.10935,Entire home/apt,228,30,1,2023-11-03,0.55,6,212,1,C0438720491
920540265479396958,Rental unit in Cambridge · ★4.64 · 1 bedroom · 1 bed · 1 bath,492835190,Ivan,,Wellington-Harrington,42.37104,-71.08829,Entire home/apt,150,30,14,2023-12-10,2.69,5,346,14,
923317061110084218,Rental unit in Cambridge · ★4.94 · 4 bedrooms · 4 beds · 2.5 baths,11274561,Philip,,The Port,42.36614,-71.09775,Entire home/apt,461,5,17,2023-12-06,2.95,3,0,17,C0224800491
924722542019696629,Rental unit in Cambridge · 3 bedrooms · 4 beds · 2 baths,43450256,Steve,,Mid-Cambridge,42.373655724170185,-71.11289222535162,Entire home/apt,16,30,0,,,52,212,0,
926976207343862443,Townhouse in Cambridge · 2 bedrooms · 2 beds · 1.5 baths,28076279,Joy,,Riverside,42.36576,-71.10891,Entire home/apt,288,30,2,2023-11-22,0.80,1,178,2,C0446680491
927422092126006127,Condo in Cambridge · 1 bedroom · 1 bed · 1 bath,84101127,Leslie,,Riverside,42.37205,-71.11553,Entire home/apt,318,3,2,2023-11-05,0.81,1,337,2,C04413404391
930385438384048190,Home in Cambridge · 1 bedroom · 1 bed · 1 bath,50925581,Dev,,Cambridgeport,42.35611,-71.10788,Private room,65,30,1,2023-09-30,0.34,4,114,1,
931955726679804547,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,524687230,Elise,,Riverside,42.3685,-71.10965,Entire home/apt,210,30,1,2023-12-11,1,1,132,1,
934052126978333488,Home in Cambridge · ★4.24 · 1 bedroom · 1 bed · 2 baths,15154687,Taskin,,Riverside,42.3642584084078,-71.10997749952323,Private room,71,1,21,2023-11-18,4.17,18,336,21,
939400078868290225,Guesthouse in Cambridge · ★4.89 · 1 bedroom · 1 bed · 1 bath,149953872,Justin,,Cambridgeport,42.36152,-71.10843,Entire home/apt,299,2,8,2023-11-07,2.29,1,0,8,C0444120491
939789662335917392,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,178554849,Elise,,Riverside,42.36648,-71.11064,Entire home/apt,207,3,5,2023-08-08,0.98,1,41,5,
939809139013928959,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36585,-71.07573,Private room,399,1,1,2023-07-30,0.20,24,349,1,C0015760490
939813177582086173,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36711,-71.07407,Private room,399,1,0,,,24,357,0,C0015760490
939818195468991533,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36758676217649,-71.07449956576438,Private room,399,1,1,2023-09-10,0.28,24,357,1,C0015760490
939821320306190894,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.367887682158766,-71.07560766244869,Private room,399,1,1,2023-08-12,0.22,24,356,1,C0015760490
939827214590902394,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36730984164541,-71.07598043352293,Private room,399,1,0,,,24,346,0,C0015760490
939830650811282249,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36759,-71.0753,Private room,399,1,0,,,24,356,0,C0015760490
939833097221209193,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36761,-71.07588,Private room,399,1,0,,,24,354,0,C0015760490
939838326136075649,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.365905575019674,-71.07553518526582,Private room,,1,0,,,24,0,0,C0015760490
939840990599403048,Hotel in Cambridge · 2 bedrooms · 3 beds · 1 bath,501999514,RoomPicks,,East Cambridge,42.36745,-71.07575,Private room,399,1,1,2023-10-22,0.45,24,342,1,C0015760490
939844150744250739,Hotel in Cambridge · 1 bedroom · 2 beds · 1 bath,501999514,RoomPicks,,East Cambridge,42.36562,-71.07525,Private room,399,1,0,,,24,336,0,C0015760490
939846250795981586,Hotel in Cambridge · 1 bedroom · 2 beds · 1 bath,501999514,RoomPicks,,East Cambridge,42.36557699227541,-71.07527256344572,Private room,399,1,0,,,24,329,0,C0015760490
939847933704946123,Hotel in Cambridge · 1 bedroom · 2 beds · 1 bath,501999514,RoomPicks,,East Cambridge,42.36698,-71.07608,Private room,399,1,0,,,24,343,0,C0015760490
939850105492359874,Hotel in Cambridge · ★4.75 · 1 bedroom · 2 beds · 1 bath,501999514,RoomPicks,,East Cambridge,42.36610237319627,-71.0758165945114,Private room,399,1,4,2023-12-03,0.97,24,333,4,C0015760490
939851762747637087,Hotel in Cambridge · 1 bedroom · 2 beds · 1 bath,501999514,RoomPicks,,East Cambridge,42.36554928754756,-71.07510419536035,Private room,399,1,0,,,24,338,0,C0015760490
939854412736099973,Hotel in Cambridge · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,East Cambridge,42.36781,-71.07527,Private room,399,1,0,,,24,348,0,C0015760490
939856138802351008,Hotel in Cambridge · 4 bedrooms · 6 beds · 2 baths,501999514,RoomPicks,,East Cambridge,42.36733,-71.07418,Private room,399,1,0,,,24,316,0,C0015760490
942115805251566448,Rental unit in Cambridge · 3 bedrooms · 2 beds · 1.5 baths,14320524,Andrea,,Mid-Cambridge,42.37144,-71.10799,Entire home/apt,,3,0,,,1,0,0,C0444620491
947676023734990025,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,280,32,0,,,162,152,0,
948559086938190912,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,20857768,Compass,,Area 2/MIT,42.363145,-71.0878918,Entire home/apt,199,29,0,,,3,268,0,
948903494770668957,Condo in Cambridge · ★4.90 · 2 bedrooms · 5 beds · 2 baths,463475392,Johna,,East Cambridge,42.367503,-71.078126,Entire home/apt,238,1,9,2023-12-18,2.55,13,0,9,STR-182644
949112021656232597,Serviced apartment in Cambridge · 1 bedroom · 2 beds · 1 bath,20857768,Compass,,East Cambridge,42.3636321,-71.0832078,Entire home/apt,175,29,0,,,3,268,0,
949475573742371181,Home in Cambridge · ★5.0 · 4 bedrooms · 4 beds · 2 baths,102771443,Shea,,The Port,42.36667,-71.09878,Entire home/apt,380,1,8,2023-12-08,5.22,1,177,8,C0458190491
952193547717690447,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,62211530,Marina,,East Cambridge,42.369918,-71.073275,Entire home/apt,321,3,2,2023-11-17,0.75,2,122,2,
952440498873698321,Rental unit in Cambridge · 1 bedroom · 2 beds · 1 private bath,394741679,Olena,,Riverside,42.36401918036752,-71.1121397236356,Private room,75,28,0,,,15,119,0,C0357310491
953800690094149002,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 2 baths,31340713,Kama,,East Cambridge,42.37116,-71.08077,Entire home/apt,197,30,8,2023-11-18,1.79,6,266,8,
953807417127525686,Rental unit in Cambridge · ★4.67 · 2 bedrooms · 2 beds · 2 baths,266312920,STARS Of,,East Cambridge,42.36904256054462,-71.08221971847759,Entire home/apt,214,30,3,2023-10-22,1.00,6,266,3,
954211104106922465,Rental unit in Cambridge · ★5.0 · 3 bedrooms · 3 beds · 2 baths,485446742,Shane,,Cambridgeport,42.36433746188741,-71.10285168856093,Entire home/apt,323,29,4,2023-11-17,1.08,9,335,4,C0448300491
954346445825347560,Rental unit in Cambridge · ★4.80 · 2 bedrooms · 5 beds · 2 baths,463475392,Johna,,East Cambridge,42.368545506541956,-71.07755621691817,Entire home/apt,201,1,4,2023-11-26,2.03,13,0,4,STR-182644
954586189136478039,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,381224890,Tom,,West Cambridge,42.37478,-71.12439,Entire home/apt,371,7,5,2023-11-26,1.44,2,0,5,
955406406517539211,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 4 beds · 2 baths,463475392,Johna,,Area 2/MIT,42.3623753,-71.0851686,Entire home/apt,257,1,10,2023-12-11,3.41,13,147,10,STR-182644
956502103640995095,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Mid-Cambridge,42.37332,-71.11117,Private room,10,30,1,2023-09-30,0.34,52,212,1,
956530663333230621,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,Mid-Cambridge,42.37182,-71.11086,Private room,16,30,0,,,52,248,0,
956551081419985039,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,394741679,Olena,,Riverside,42.365752066450725,-71.11364627174476,Private room,53,30,0,,,15,176,0,C0357310491
956754753447118583,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 private bath,43450256,Steve,,Mid-Cambridge,42.37151,-71.11267,Private room,20,30,0,,,52,248,0,
957125777026757508,Rental unit in Cambridge · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,East Cambridge,42.36903622529982,-71.07977474022276,Private room,50,3,9,2023-11-13,2.62,52,365,9,
958121007357185915,Bed and breakfast in Cambridge · ★4.67 · 1 bedroom · 1 bed · 1 private bath,32196377,Jenny,,The Port,42.36496,-71.09951,Private room,136,3,6,2023-12-08,2.34,1,226,6,
958623369790316913,Home in Cambridge · ★4.28 · 1 bedroom · 1 bed · 3 shared baths,93503221,Lynne,,Mid-Cambridge,42.3734,-71.1047,Private room,46,1,17,2023-12-07,4.05,5,0,17,C0354000491
958846398471312812,Rental unit in Cambridge · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,43450256,Steve,,East Cambridge,42.36695948771161,-71.0813077471462,Private room,50,3,6,2023-11-19,1.75,52,365,6,
960953204862169845,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,394741679,Olena,,Riverside,42.36429,-71.11169,Private room,54,30,0,,,15,269,0,
961661553888993640,Rental unit in Cambridge · ★5.0 · 3 bedrooms · 3 beds · 2 baths,463475392,Johna,,Area 2/MIT,42.36152784522041,-71.07929923327707,Entire home/apt,287,2,5,2023-11-04,1.53,13,170,5,STR-182644
963178772828618161,Rental unit in Cambridge · ★5.0 · 1 bedroom · 2 beds · 1 bath,533156148,Liesl,,Cambridgeport,42.36183,-71.10415,Entire home/apt,136,2,20,2023-12-17,5.61,1,1,20,226544
963523446371001048,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Cambridgeport,42.3649409,-71.103909,Entire home/apt,388,32,0,,,162,237,0,
965341724956711677,Rental unit in Cambridge · ★4.67 · 3 bedrooms · 3 beds · 2 baths,163848078,Adam,,East Cambridge,42.37142523463899,-71.07495613233606,Entire home/apt,528,3,3,2023-11-11,1.13,14,250,3,
965794269203671699,Rental unit in Cambridge · ★4.60 · 3 bedrooms · 3 beds · 1 bath,373675137,Liya,,North Cambridge,42.39282,-71.13379,Entire home/apt,86,29,5,2023-12-23,1.72,43,234,5,
967756760501396898,Rental unit in Cambridge · ★4.80 · 2 bedrooms · 6 beds · 2 baths,463475392,Johna,,East Cambridge,42.372057792535436,-71.07554901803637,Entire home/apt,236,1,5,2023-12-04,1.76,13,164,5,
968257188281592322,Rental unit in Cambridge · ★5.0 · 3 bedrooms · 6 beds · 2 baths,463475392,Johna,,Cambridgeport,42.36291,-71.10076,Entire home/apt,525,1,5,2023-12-10,2.05,13,159,5,
968948922084936569,Rental unit in Cambridge · 1 bedroom · 2 beds · 1 bath,394741679,Olena,,Cambridgeport,42.36051,-71.10563,Entire home/apt,104,30,0,,,15,105,0,
969077746250295148,Home in Cambridge · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,4345685,Daniel,,Riverside,42.36668,-71.11247,Private room,50,1,23,2023-12-08,6.76,1,86,23,STR-240731
970744511358019616,Rental unit in Cambridge · 3 bedrooms · 3 beds · 1 bath,107434423,Blueground,,The Port,42.3684822,-71.0946282,Entire home/apt,126,32,0,,,162,365,0,
975400062715539897,Home in Cambridge · ★4.73 · 1 bedroom · 1 bed · 2 shared baths,15154687,Taskin,,Riverside,42.36325035095501,-71.11272043509607,Private room,65,1,26,2023-12-13,7.09,18,317,26,
976136745119302638,Home in Cambridge · ★4.68 · 1 bedroom · 1 bed · 2 shared baths,15154687,Taskin,,Riverside,42.362778947897574,-71.1141826357518,Private room,65,1,25,2023-12-17,6.88,18,336,25,
